,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
138,2021-05-28 02:57:23+00:00,https://twitter.com/Fevinah95/status/1398111130640216066,Fevinah95,Twitter for Android,"Pitas, Sabah","kalau kau mau tau Celcom ini lah salah satu sebab kami suka betul line kamu sini. ada line bikin sakit hati, tiada line pun bikin sakit hati. kalau bukan PKP, sudah saya terminate ni postpaid 💆 https://t.co/TleYlBBlwy",5,0,0,1
139,2021-05-27 14:31:39+00:00,https://twitter.com/idgafpop_/status/1397923460190400513,idgafpop_,Twitter for Android,"Ipoh, Perak","Line @digitelco makin lama makin babi. Da la kena PKPD, line mcm babi. Asal report je skit2 ckp ""kami punya pencawang tiada masalah"".. Da kalau tkde masalah aku nk salahkan sapa? Salah celcom?",0,0,0,0
140,2021-05-24 06:11:14+00:00,https://twitter.com/haiziqnastyy/status/1396710361600991234,haiziqnastyy,Twitter for Android,,"@Celcom masih tiada perubahan , saya dah buat semua step tu dan sekarang line terus takde",0,0,0,0
141,2021-05-20 09:11:35+00:00,https://twitter.com/QyeraRaa/status/1395306194923708426,QyeraRaa,Twitter for Android,"Kota Belud, Sabah","@Celcom Tiada guna buat macam tu, tetap juga tiada line. Lepas keluar dari kawasan tu baru telco yang lain berfungsi macam biasa. Sekian",1,0,0,0
142,2021-05-17 11:14:51+00:00,https://twitter.com/Celcom/status/1394250052835500036,Celcom,Khoros CX,Malaysia,@Blinksasane_ Hi @Blinksasane_ Kami semak tiada masalah dengan care line kami buat masa ni. Mohon cuba dari masa ke semasa ya. -Nora,0,0,0,0
143,2021-05-13 11:57:21+00:00,https://twitter.com/aminaisuu/status/1392811198509326337,aminaisuu,Twitter for Android,,"celcom dan hari penting berpisah tiada, ada je line nak problem anjing.",0,0,0,0
144,2021-05-08 05:56:26+00:00,https://twitter.com/Hayatifakhry/status/1390908433294008321,Hayatifakhry,Twitter for iPhone,Kuala Lumpur Federal Territory,"@Celcom sejak semalam ya. Sekejap 3G sekejap 4G. Nak buka apps pun tak boleh.

Buka twitter pun berkali kali ni. Dah 6 tahun guna Celcom rasanya perlu bertukar ke Maxis.

Makin hari makin teruk je line Celcom Gombak ni. Beli data &amp; topup banyak pun tiada guna dah. https://t.co/WkEVyqGeMC",1,0,0,1
145,2021-05-07 12:33:02+00:00,https://twitter.com/atuywhibley/status/1390645850087464968,atuywhibley,Twitter for iPhone,"Kudat, Sabah.",Kesian @Celcom babi ni sudah sebulan masalah xda line masih tiada tindakan. Anak haram celcom nih. https://t.co/1ZB8NuTRZa,0,0,0,0
146,2021-05-07 07:33:30+00:00,https://twitter.com/SlowRockFM/status/1390570472849371139,SlowRockFM,Twitter for Android,,"Jika mereka tiada line Digi, tapi ada line Celcom, maka Tonewow sentiasa ada. Begitu juga sebaliknya!

Mana yang menunggu peluang untuk jadi pengedar simkad Tonewow, saya rasa inilah waktu terbaik anda boleh mulakan.",0,0,0,1
147,2021-05-07 06:32:55+00:00,https://twitter.com/itsmepaah/status/1390555226260660224,itsmepaah,Twitter for Android,Terengganu,Line celcom ka line umobile ka sama jaa tiada yg sempurna 😌,0,0,0,0
148,2021-05-06 17:59:25+00:00,https://twitter.com/zamirazaki/status/1390365602338852868,zamirazaki,Twitter for iPhone,Malaysia,1:50 pagi..takde lektrik..niah oh niah..japgi line celcom plk buat hal..maklum lah..berpisah tiada..😔😔,0,0,0,0
149,2021-05-06 15:29:42+00:00,https://twitter.com/aisha_hairul/status/1390327924750913538,aisha_hairul,Twitter for iPhone,,@Celcom and crappy line post heavy rain berpisah tiada 🔪,0,0,0,0
