,Date,TweetURL,User,Source,Location,Tweet
0,2020-10-11 19:43:54+00:00,https://twitter.com/hyde_jkyl/status/1315377606187909120,hyde_jkyl,Twitter for Android,bumi 🇲🇾,"@XavierNaxa betul juga. kawan saya banyak pakai umobile dan complain line slow di kawasan mereka. bila saya suruh tukar telco, dikatanya saya promote telco yang saya pakai💆🏻‍♂️ setakat ni saya pakai 3 nombor untuk tengok kestabilan mereka, so far xox digi dan u mobile tiada masalah di k.trganu."
